t,x,y,z
119.0,-3.496734,-4.121397,0.095520064
120.0,-3.4958835,-4.122077,0.09550392
121.0,-3.4950328,-4.122757,0.09548777
122.0,-3.494182,-4.1234365,0.09547162
123.0,-3.4933312,-4.124116,0.09545547
124.0,-3.49248,-4.124795,0.09543931
125.0,-3.491629,-4.125474,0.09542314
126.0,-3.4907775,-4.126153,0.09540697
127.0,-3.489926,-4.1268315,0.095390804
128.0,-3.4890742,-4.12751,0.09537463
129.0,-3.4882226,-4.1281886,0.095358446
130.0,-3.4873705,-4.1288667,0.09534226
131.0,-3.4865184,-4.1295447,0.09532607
132.0,-3.4856663,-4.130223,0.09530988
133.0,-3.484814,-4.1309004,0.095293686
134.0,-3.4839613,-4.131578,0.09527749
135.0,-3.4831088,-4.132255,0.09526128
136.0,-3.4822557,-4.132932,0.09524507
137.0,-3.4814029,-4.1336093,0.09522886
138.0,-3.4805498,-4.134286,0.095212646
139.0,-3.4796965,-4.1349626,0.095196426
140.0,-3.478843,-4.135639,0.0951802
141.0,-3.4779894,-4.1363153,0.09516397
142.0,-3.4771357,-4.1369915,0.09514774
143.0,-3.476282,-4.137667,0.0951315
144.0,-3.4754279,-4.138343,0.09511527
145.0,-3.4745736,-4.1390185,0.09509902
146.0,-3.4737194,-4.1396937,0.09508277
147.0,-3.4728649,-4.140369,0.09506652
148.0,-3.4720104,-4.141044,0.09505026
149.0,-3.4711556,-4.141719,0.095034
150.0,-3.4703007,-4.1423936,0.09501774
151.0,-3.4694457,-4.1430683,0.09500147
152.0,-3.4685905,-4.1437426,0.094985195
153.0,-3.4677353,-4.144417,0.09496892
154.0,-3.4668796,-4.1450906,0.09495264
155.0,-3.4660242,-4.1457644,0.094936356
156.0,-3.4651682,-4.146438,0.09492007
157.0,-3.4643123,-4.1471114,0.094903775
158.0,-3.4634564,-4.1477847,0.09488748
159.0,-3.4626002,-4.148458,0.09487118
160.0,-3.4617438,-4.149131,0.09485487
161.0,-3.4608872,-4.1498036,0.09483857
162.0,-3.4600306,-4.1504765,0.09482225
163.0,-3.459174,-4.151149,0.09480593
164.0,-3.4583168,-4.151821,0.09478962
165.0,-3.4574597,-4.152493,0.09477329
166.0,-3.4566026,-4.153165,0.09475696
167.0,-3.4557452,-4.1538367,0.09474063
168.0,-3.4548876,-4.154508,0.09472429
169.0,-3.45403,-4.1551795,0.09470795
170.0,-3.4531722,-4.1558504,0.094691604
171.0,-3.4523141,-4.156522,0.09467526
172.0,-3.451456,-4.157192,0.094658904
173.0,-3.4505978,-4.157863,0.09464255
174.0,-3.4497395,-4.1585336,0.09462619
175.0,-3.448881,-4.159204,0.09460983
176.0,-3.4480221,-4.159874,0.09459346
177.0,-3.4471633,-4.160544,0.09457708
178.0,-3.4463043,-4.161214,0.094560705
179.0,-3.4454453,-4.1618834,0.09454433
180.0,-3.444586,-4.162553,0.094527945
181.0,-3.4437265,-4.163222,0.09451155
182.0,-3.442867,-4.163891,0.09449516
183.0,-3.4420073,-4.16456,0.09447876
184.0,-3.4411473,-4.165229,0.094462365
185.0,-3.4402874,-4.1658974,0.09444596
186.0,-3.4394274,-4.1665654,0.09442955
187.0,-3.438567,-4.167234,0.09441314
188.0,-3.4377065,-4.167902,0.09439672
189.0,-3.436846,-4.1685696,0.094380304
190.0,-3.4359853,-4.169237,0.094363876
191.0,-3.4351244,-4.1699047,0.09434745
192.0,-3.4342632,-4.170572,0.09433102
193.0,-3.4334023,-4.1712394,0.094314575
194.0,-3.432541,-4.171906,0.09429814
195.0,-3.4316795,-4.172573,0.094281696
196.0,-3.4308178,-4.1732397,0.094265245
197.0,-3.429956,-4.173906,0.094248794
198.0,-3.429094,-4.174572,0.094232336
199.0,-3.4282322,-4.175238,0.09421588
200.0,-3.42737,-4.1759043,0.09419941
201.0,-3.4265077,-4.17657,0.094182946
202.0,-3.425645,-4.1772356,0.09416647
203.0,-3.4247825,-4.177901,0.09414999
204.0,-3.4239197,-4.178566,0.09413352
205.0,-3.4230568,-4.179231,0.09411703
206.0,-3.4221938,-4.179896,0.09410054
207.0,-3.4213307,-4.1805606,0.09408405
208.0,-3.4204674,-4.181225,0.09406755
209.0,-3.4196038,-4.181889,0.094051056
210.0,-3.4187403,-4.1825533,0.09403455
211.0,-3.4178765,-4.1832175,0.09401804
212.0,-3.4170125,-4.1838813,0.09400153
213.0,-3.4161484,-4.1845446,0.09398501
214.0,-3.4152842,-4.1852083,0.093968496
215.0,-3.41442,-4.1858716,0.09395197
216.0,-3.4135554,-4.1865344,0.093935445
217.0,-3.4126906,-4.187197,0.09391891
218.0,-3.411826,-4.18786,0.09390237
219.0,-3.410961,-4.1885223,0.09388583
220.0,-3.410096,-4.189185,0.09386929
221.0,-3.4092307,-4.189847,0.09385274
222.0,-3.4083652,-4.1905093,0.09383619
223.0,-3.4074998,-4.191171,0.09381963
224.0,-3.406634,-4.1918325,0.09380308
225.0,-3.4057684,-4.192494,0.09378651
226.0,-3.4049025,-4.1931553,0.093769945
227.0,-3.4040363,-4.1938167,0.093753375
228.0,-3.40317,-4.1944776,0.0937368
