t,x,y,z
71.0,-0.52250165,0.49171674,0.036820345
72.0,-0.52458733,0.48948693,0.03691072
73.0,-0.52666366,0.48724833,0.03700043
74.0,-0.5287305,0.48500097,0.03708948
75.0,-0.5307879,0.4827449,0.037177857
76.0,-0.53283566,0.4804802,0.037265573
77.0,-0.53487396,0.47820684,0.037352618
78.0,-0.5369026,0.4759249,0.037438992
79.0,-0.5389216,0.47363442,0.037524693
80.0,-0.5409309,0.4713354,0.037609722
81.0,-0.5429306,0.46902797,0.037694074
82.0,-0.54492044,0.46671212,0.03777775
83.0,-0.5469006,0.46438786,0.037860747
84.0,-0.5488708,0.46205527,0.03794307
85.0,-0.55083126,0.45971438,0.038024705
86.0,-0.55278176,0.45736524,0.03810566
87.0,-0.55472237,0.4550079,0.038185928
88.0,-0.556653,0.45264238,0.038265515
89.0,-0.5585737,0.45026875,0.038344413
90.0,-0.56048435,0.447887,0.03842262
91.0,-0.5623849,0.44549724,0.03850014
92.0,-0.5642754,0.44309947,0.03857697
93.0,-0.56615573,0.44069377,0.038653105
94.0,-0.5680259,0.43828014,0.03872855
95.0,-0.56988585,0.43585864,0.038803298
96.0,-0.5717356,0.43342933,0.03887735
97.0,-0.57357514,0.43099222,0.0389507
98.0,-0.5754043,0.42854738,0.039023355
99.0,-0.5772232,0.42609486,0.03909531
100.0,-0.57903165,0.42363468,0.03916656
101.0,-0.5808298,0.4211669,0.039237108
102.0,-0.58261746,0.41869155,0.039306954
103.0,-0.5843947,0.4162087,0.03937609
104.0,-0.58616143,0.41371837,0.039444525
105.0,-0.5879177,0.4112206,0.039512247
106.0,-0.5896633,0.4087155,0.039579265
107.0,-0.5913984,0.40620303,0.039645568
108.0,-0.5931229,0.40368327,0.039711162
109.0,-0.5948367,0.40115628,0.039776042
110.0,-0.59653986,0.39862207,0.03984021
111.0,-0.5982323,0.3960807,0.039903663
112.0,-0.599914,0.39353225,0.039966397
113.0,-0.601585,0.39097673,0.04002842
114.0,-0.60324514,0.3884142,0.04008972
115.0,-0.60489446,0.38584468,0.0401503
116.0,-0.60653293,0.38326827,0.04021016
117.0,-0.60816056,0.38068494,0.0402693
118.0,-0.6097772,0.3780948,0.040327717
119.0,-0.61138296,0.37549788,0.04038541
120.0,-0.6129777,0.37289423,0.04044238
121.0,-0.6145615,0.37028387,0.04049862
122.0,-0.6161342,0.36766687,0.04055414
123.0,-0.6176959,0.36504328,0.040608928
124.0,-0.61924654,0.36241314,0.04066299
125.0,-0.620786,0.3597765,0.04071632
126.0,-0.6223144,0.35713342,0.04076892
127.0,-0.6238316,0.3544839,0.040820792
128.0,-0.6253376,0.35182807,0.04087193
129.0,-0.6268324,0.3491659,0.040922333
130.0,-0.628316,0.34649745,0.040972006
131.0,-0.6297882,0.3438228,0.04102094
132.0,-0.63124925,0.341142,0.04106914
133.0,-0.6326989,0.33845505,0.041116603
134.0,-0.6341372,0.33576205,0.04116333
135.0,-0.63556415,0.33306304,0.041209314
136.0,-0.6369797,0.33035803,0.041254565
137.0,-0.6383838,0.32764712,0.041299075
138.0,-0.63977647,0.3249303,0.04134284
139.0,-0.6411577,0.3222077,0.041385867
140.0,-0.6425274,0.3194793,0.041428152
141.0,-0.6438856,0.31674516,0.041469697
142.0,-0.6452322,0.31400535,0.041510493
143.0,-0.6465673,0.3112599,0.041550547
144.0,-0.64789075,0.30850887,0.041589856
145.0,-0.64920264,0.30575234,0.04162842
146.0,-0.65050286,0.3029903,0.04166624
147.0,-0.6517914,0.3002228,0.04170331
148.0,-0.6530683,0.29744998,0.04173963
149.0,-0.6543335,0.2946718,0.041775204
150.0,-0.6555869,0.29188833,0.041810032
151.0,-0.6568286,0.28909963,0.041844107
152.0,-0.6580585,0.28630576,0.041877434
153.0,-0.6592766,0.28350675,0.04191001
154.0,-0.66048294,0.28070265,0.041941836
155.0,-0.6616774,0.27789354,0.04197291
156.0,-0.66286004,0.27507943,0.04200323
157.0,-0.66403073,0.2722604,0.042032797
158.0,-0.66518956,0.2694365,0.042061612
159.0,-0.6663365,0.26660776,0.042089675
160.0,-0.66747147,0.26377425,0.04211698
161.0,-0.6685945,0.26093602,0.04214353
162.0,-0.6697055,0.2580931,0.04216933
163.0,-0.6708045,0.25524554,0.04219437
164.0,-0.6718915,0.25239342,0.04221866
165.0,-0.6729665,0.2495368,0.042242188
166.0,-0.6740294,0.2466757,0.04226496
167.0,-0.6750803,0.24381016,0.042286977
168.0,-0.676119,0.24094027,0.042308234
169.0,-0.67714566,0.23806606,0.042328734
170.0,-0.6781602,0.23518759,0.042348478
171.0,-0.67916256,0.2323049,0.042367462
172.0,-0.6801528,0.22941807,0.042385686
173.0,-0.68113077,0.22652711,0.04240315
174.0,-0.6820966,0.2236321,0.04241986
175.0,-0.6830502,0.22073308,0.042435806
176.0,-0.68399155,0.2178301,0.04245099
177.0,-0.6849207,0.21492323,0.04246542
178.0,-0.68583757,0.21201251,0.042479087
179.0,-0.6867421,0.20909801,0.04249199
180.0,-0.6876344,0.20617975,0.042504136
181.0,-0.6885144,0.2032578,0.04251552
182.0,-0.6893821,0.20033221,0.042526145
183.0,-0.6902374,0.19740304,0.042536005
184.0,-0.69108033,0.19447033,0.042545106
185.0,-0.6919109,0.19153413,0.042553447
186.0,-0.6927291,0.18859452,0.042561024
187.0,-0.6935349,0.18565153,0.042567838
188.0,-0.6943283,0.18270521,0.042573895
189.0,-0.69510925,0.17975563,0.042579185
190.0,-0.6958778,0.17680283,0.042583715
191.0,-0.6966339,0.17384686,0.042587485
192.0,-0.69737744,0.17088778,0.04259049
193.0,-0.6981086,0.16792564,0.042592734
194.0,-0.6988272,0.1649605,0.042594217
195.0,-0.69953334,0.16199242,0.042594936
196.0,-0.70022696,0.15902142,0.042594895
197.0,-0.70090806,0.15604758,0.04259409
198.0,-0.7015766,0.15307096,0.04259252
199.0,-0.7022326,0.1500916,0.042590193
200.0,-0.70287603,0.14710955,0.042587105
201.0,-0.70350695,0.14412487,0.042583253
202.0,-0.7041252,0.14113761,0.04257864
203.0,-0.7047309,0.13814783,0.042573266
204.0,-0.705324,0.13515557,0.04256713
205.0,-0.7059045,0.1321609,0.042560235
206.0,-0.70647234,0.12916388,0.042552575
207.0,-0.70702755,0.12616454,0.042544156
208.0,-0.70757014,0.12316293,0.042534977
209.0,-0.7081001,0.120159134,0.042525038
210.0,-0.7086173,0.11715319,0.04251434
211.0,-0.70912194,0.114145145,0.042502876
212.0,-0.70961386,0.111135066,0.042490657
213.0,-0.71009314,0.10812299,0.04247768
214.0,-0.71055967,0.10510899,0.04246394
215.0,-0.71101356,0.10209311,0.042449445
216.0,-0.7114547,0.09907541,0.042434186
217.0,-0.7118831,0.096055925,0.04241817
218.0,-0.7122988,0.09303474,0.0424014
219.0,-0.7127018,0.09001188,0.04238387
220.0,-0.713092,0.08698742,0.042365585
221.0,-0.71346956,0.0839614,0.042346537
222.0,-0.71383435,0.080933884,0.042326737
223.0,-0.7141863,0.07790492,0.04230618
224.0,-0.7145256,0.074874565,0.04228487
225.0,-0.7148521,0.07184287,0.0422628
226.0,-0.7151658,0.0688099,0.04223998
227.0,-0.71546674,0.06577569,0.0422164
228.0,-0.7157549,0.06274031,0.04219207
229.0,-0.7160303,0.05970381,0.042166986
230.0,-0.7162929,0.056666244,0.042141147
231.0,-0.7165427,0.053627662,0.04211456
232.0,-0.7167797,0.050588127,0.042087216
233.0,-0.71700394,0.047547687,0.042059124
234.0,-0.71721536,0.0445064,0.04203028
235.0,-0.71741396,0.041464318,0.042000685
236.0,-0.71759975,0.038421493,0.041970342
237.0,-0.7177728,0.035377987,0.041939247
238.0,-0.71793294,0.032333843,0.041907407
239.0,-0.71808034,0.029289128,0.041874815
240.0,-0.71821487,0.026243888,0.04184148
241.0,-0.71833664,0.023198178,0.041807394
242.0,-0.71844554,0.020152057,0.041772567
243.0,-0.7185416,0.017105574,0.04173699
244.0,-0.7186249,0.0140587855,0.041700672
245.0,-0.7186954,0.011011748,0.04166361
246.0,-0.71875304,0.007964512,0.0416258
247.0,-0.71879786,0.0049171355,0.041587252
248.0,-0.7188298,0.0018696706,0.04154796
249.0,-0.718849,-0.0011778277,0.04150793
250.0,-0.7188554,-0.004225305,0.041467156
251.0,-0.7188489,-0.007272707,0.041425645
252.0,-0.71882963,-0.010319979,0.041383393
253.0,-0.7187975,-0.013367068,0.041340403
254.0,-0.71875256,-0.016413918,0.04129668
255.0,-0.71869487,-0.019460475,0.04125222
256.0,-0.7186243,-0.022506686,0.04120702
257.0,-0.7185409,-0.025552494,0.041161086
258.0,-0.71844476,-0.028597848,0.04111442
259.0,-0.7183358,-0.031642694,0.041067023
260.0,-0.718214,-0.034686975,0.041018892
261.0,-0.71807945,-0.037730634,0.04097003
262.0,-0.71793205,-0.040773626,0.04092044
263.0,-0.7177719,-0.04381589,0.04087012
264.0,-0.7175989,-0.046857372,0.040819068
265.0,-0.7174132,-0.049898017,0.040767293
266.0,-0.71721464,-0.05293778,0.04071479
267.0,-0.71700335,-0.055976592,0.040661562
268.0,-0.71677923,-0.059014414,0.04060761
269.0,-0.7165424,-0.06205118,0.040552933
270.0,-0.7162928,-0.06508684,0.040497534
271.0,-0.7160304,-0.068121344,0.040441416
272.0,-0.7157553,-0.07115463,0.040384576
273.0,-0.71546745,-0.07418666,0.040327016
274.0,-0.7151668,-0.07721736,0.04026874
275.0,-0.71485347,-0.08024669,0.040209748
276.0,-0.7145274,-0.08327459,0.04015004
277.0,-0.71418864,-0.086301,0.040089615
278.0,-0.71383715,-0.08932588,0.040028475
279.0,-0.7134729,-0.09234917,0.039966624
280.0,-0.713096,-0.095370814,0.03990406
281.0,-0.71270645,-0.098390765,0.03984079
282.0,-0.7123041,-0.10140896,0.03977681
283.0,-0.71188915,-0.104425356,0.03971212
284.0,-0.71146154,-0.10743989,0.039646726
285.0,-0.71102124,-0.11045251,0.039580625
286.0,-0.7105683,-0.11346317,0.03951382
287.0,-0.71010274,-0.11647181,0.039446313
288.0,-0.7096245,-0.119478375,0.039378103
289.0,-0.7091337,-0.12248282,0.039309192
290.0,-0.70863026,-0.12548508,0.03923958
291.0,-0.7081142,-0.12848511,0.039169274
292.0,-0.7075856,-0.13148287,0.03909827
293.0,-0.70704436,-0.13447827,0.039026573
294.0,-0.7064905,-0.13747129,0.03895418
295.0,-0.7059242,-0.14046186,0.038881093
296.0,-0.7053453,-0.14344995,0.038807318
297.0,-0.7047538,-0.14643547,0.038732853
298.0,-0.70414984,-0.1494184,0.038657695
299.0,-0.70353335,-0.15239866,0.038581856
300.0,-0.70290434,-0.15537623,0.038505327
301.0,-0.7022629,-0.15835102,0.038428113
302.0,-0.7016089,-0.161323,0.03835022
303.0,-0.70094246,-0.16429213,0.038271643
304.0,-0.70026356,-0.16725832,0.038192388
305.0,-0.69957227,-0.17022155,0.03811245
306.0,-0.6988685,-0.17318174,0.03803184
307.0,-0.6981523,-0.17613888,0.037950553
308.0,-0.69742376,-0.17909287,0.03786859
309.0,-0.6966828,-0.18204369,0.037785955
310.0,-0.69592947,-0.18499127,0.03770265
311.0,-0.6951637,-0.18793558,0.037618674
312.0,-0.6943857,-0.19087653,0.037534032
313.0,-0.69359535,-0.1938141,0.037448723
314.0,-0.69279265,-0.19674824,0.03736275
315.0,-0.6919777,-0.19967887,0.03727611
316.0,-0.6911504,-0.20260596,0.037188813
317.0,-0.6903109,-0.20552947,0.037100855
318.0,-0.6894591,-0.20844932,0.037012234
319.0,-0.68859506,-0.21136546,0.03692296
320.0,-0.6877188,-0.21427786,0.036833033
321.0,-0.6868304,-0.21718647,0.03674245
322.0,-0.6859298,-0.22009121,0.036651213
323.0,-0.68501693,-0.22299205,0.03655933
324.0,-0.684092,-0.22588892,0.036466792
325.0,-0.6831549,-0.2287818,0.03637361
326.0,-0.6822057,-0.23167062,0.036279786
327.0,-0.6812444,-0.23455533,0.036185317
328.0,-0.68027097,-0.23743588,0.036090206
329.0,-0.6792855,-0.24031222,0.035994455
330.0,-0.67828804,-0.24318428,0.035898063
331.0,-0.6772785,-0.24605206,0.03580104
332.0,-0.67625695,-0.24891546,0.03570338
333.0,-0.67522347,-0.25177446,0.035605084
334.0,-0.67417794,-0.254629,0.03550616
335.0,-0.6731205,-0.25747898,0.035406604
336.0,-0.67205113,-0.26032445,0.035306424
337.0,-0.67096984,-0.26316527,0.035205618
338.0,-0.6698767,-0.26600143,0.035104185
339.0,-0.6687716,-0.2688329,0.03500213
340.0,-0.66765475,-0.2716596,0.03489946
341.0,-0.666526,-0.27448148,0.034796167
342.0,-0.6653855,-0.2772985,0.034692258
343.0,-0.66423315,-0.28011063,0.034587737
344.0,-0.66306907,-0.28291777,0.034482602
345.0,-0.66189325,-0.2857199,0.034376856
346.0,-0.6607057,-0.28851697,0.0342705
347.0,-0.65950644,-0.29130894,0.03416354
348.0,-0.6582955,-0.29409575,0.03405597
349.0,-0.65707296,-0.29687735,0.033947803
350.0,-0.6558387,-0.2996537,0.033839032
351.0,-0.65459293,-0.30242473,0.03372966
352.0,-0.6533355,-0.30519044,0.033619694
353.0,-0.6520665,-0.3079507,0.033509135
354.0,-0.65078604,-0.31070554,0.03339798
355.0,-0.649494,-0.3134549,0.033286236
356.0,-0.6481905,-0.31619868,0.0331739
357.0,-0.6468755,-0.31893688,0.03306098
358.0,-0.64554906,-0.32166943,0.032947473
359.0,-0.6442112,-0.3243963,0.032833382
360.0,-0.6428619,-0.3271174,0.032718714
361.0,-0.6415013,-0.32983276,0.032603465
362.0,-0.6401293,-0.33254227,0.03248764
363.0,-0.638746,-0.3352459,0.032371238
364.0,-0.63735145,-0.33794358,0.032254267
365.0,-0.6359456,-0.34063533,0.032136723
366.0,-0.6345285,-0.34332103,0.032018613
367.0,-0.63310015,-0.34600064,0.031899936
368.0,-0.6316607,-0.34867415,0.031780697
369.0,-0.63021,-0.35134152,0.031660896
370.0,-0.6287482,-0.35400265,0.03154053
371.0,-0.6272753,-0.35665753,0.031419612
372.0,-0.62579125,-0.35930613,0.03129814
373.0,-0.6242962,-0.36194834,0.03117611
374.0,-0.6227901,-0.36458418,0.031053532
375.0,-0.621273,-0.36721358,0.030930405
376.0,-0.6197449,-0.36983648,0.030806731
377.0,-0.6182059,-0.37245286,0.030682515
378.0,-0.61665595,-0.37506267,0.030557755
379.0,-0.6150951,-0.37766585,0.030432455
380.0,-0.6135234,-0.38026235,0.030306619
381.0,-0.61194086,-0.38285214,0.030180248
382.0,-0.6103475,-0.38543516,0.030053344
383.0,-0.6087434,-0.3880114,0.029925907
384.0,-0.60712856,-0.39058077,0.029797945
385.0,-0.605503,-0.39314324,0.029669454
386.0,-0.60386676,-0.3956988,0.029540442
387.0,-0.6022198,-0.39824733,0.029410908
388.0,-0.6005623,-0.40078887,0.029280854
389.0,-0.5988941,-0.40332332,0.029150285
390.0,-0.5972154,-0.40585065,0.0290192
391.0,-0.59552616,-0.40837085,0.028887603
392.0,-0.5938264,-0.4108838,0.028755497
393.0,-0.5921162,-0.41338953,0.028622884
394.0,-0.5903955,-0.41588798,0.028489765
395.0,-0.5886644,-0.41837907,0.028356144
396.0,-0.58692294,-0.4208628,0.028222024
397.0,-0.5851711,-0.4233391,0.028087405
398.0,-0.58340895,-0.42580792,0.027952293
399.0,-0.58163655,-0.42826927,0.027816685
400.0,-0.57985383,-0.43072304,0.027680589
401.0,-0.5780609,-0.43316922,0.027544005
402.0,-0.5762579,-0.43560776,0.027406935
403.0,-0.5744446,-0.43803865,0.02726938
404.0,-0.5726212,-0.44046178,0.027131347
405.0,-0.5707878,-0.44287717,0.026992835
406.0,-0.5689443,-0.44528478,0.026853846
407.0,-0.5670907,-0.44768453,0.026714386
408.0,-0.56522715,-0.45007637,0.026574455
409.0,-0.56335366,-0.4524603,0.026434056
410.0,-0.56147027,-0.45483625,0.02629319
411.0,-0.5595769,-0.4572042,0.026151862
412.0,-0.5576738,-0.4595641,0.026010074
413.0,-0.5557608,-0.46191588,0.025867827
414.0,-0.553838,-0.46425954,0.025725124
415.0,-0.5519055,-0.46659502,0.025581969
416.0,-0.5499633,-0.46892232,0.025438365
417.0,-0.54801136,-0.47124133,0.02529431
418.0,-0.5460498,-0.47355205,0.025149811
419.0,-0.54407865,-0.47585443,0.025004871
420.0,-0.54209787,-0.47814846,0.02485949
421.0,-0.54010755,-0.48043406,0.02471367
422.0,-0.53810775,-0.4827112,0.024567416
423.0,-0.53609854,-0.48497984,0.02442073
424.0,-0.5340798,-0.48723996,0.024273615
425.0,-0.53205174,-0.48949152,0.024126073
426.0,-0.5300143,-0.49173445,0.023978105
427.0,-0.5279675,-0.49396876,0.023829717
428.0,-0.52591145,-0.49619433,0.023680909
429.0,-0.52384615,-0.4984112,0.023531685
430.0,-0.5217716,-0.50061935,0.023382047
431.0,-0.5196879,-0.50281864,0.023231998
432.0,-0.51759505,-0.5050091,0.02308154
433.0,-0.51549315,-0.5071907,0.022930676
434.0,-0.51338214,-0.50936335,0.02277941
435.0,-0.5112621,-0.51152706,0.022627743
436.0,-0.50913316,-0.5136818,0.022475678
437.0,-0.5069952,-0.51582754,0.02232322
438.0,-0.5048483,-0.5179642,0.022170369
439.0,-0.5026926,-0.5200917,0.022017127
440.0,-0.50052804,-0.5222101,0.021863498
441.0,-0.49835467,-0.5243193,0.021709487
442.0,-0.49617255,-0.52641934,0.021555092
443.0,-0.49398172,-0.5285101,0.021400321
444.0,-0.49178222,-0.5305916,0.021245172
445.0,-0.48957407,-0.53266376,0.02108965
446.0,-0.48735735,-0.53472656,0.02093376
447.0,-0.48513207,-0.53678,0.020777501
448.0,-0.48289824,-0.53882396,0.020620877
449.0,-0.48065594,-0.5408585,0.020463891
450.0,-0.4784052,-0.5428836,0.020306546
451.0,-0.4761461,-0.5448991,0.020148845
452.0,-0.47387862,-0.54690504,0.019990789
453.0,-0.4716028,-0.5489014,0.019832384
454.0,-0.46931875,-0.5508881,0.019673629
455.0,-0.4670264,-0.55286515,0.01951453
456.0,-0.4647259,-0.5548325,0.019355088
457.0,-0.46241724,-0.5567901,0.019195307
458.0,-0.46010047,-0.558738,0.01903519
459.0,-0.45777565,-0.56067604,0.018874738
460.0,-0.45544276,-0.56260425,0.018713955
461.0,-0.4531019,-0.56452256,0.018552843
462.0,-0.4507531,-0.56643105,0.018391408
463.0,-0.44839638,-0.5683296,0.018229648
464.0,-0.4460318,-0.5702181,0.01806757
465.0,-0.44365942,-0.57209665,0.017905176
466.0,-0.44127926,-0.5739652,0.017742466
467.0,-0.43889135,-0.5758236,0.017579446
468.0,-0.43649575,-0.577672,0.017416118
469.0,-0.4340925,-0.5795103,0.017252484
470.0,-0.43168163,-0.58133835,0.017088547
471.0,-0.42926323,-0.5831562,0.016924312
472.0,-0.42683727,-0.5849639,0.016759781
473.0,-0.42440385,-0.58676136,0.016594956
474.0,-0.421963,-0.5885485,0.01642984
475.0,-0.41951475,-0.59032536,0.016264435
476.0,-0.41705915,-0.59209186,0.016098745
477.0,-0.41459626,-0.593848,0.015932774
478.0,-0.4121261,-0.5955937,0.015766526
479.0,-0.40964872,-0.597329,0.0156
480.0,-0.40716416,-0.59905386,0.0154332
481.0,-0.40467247,-0.6007682,0.015266131
482.0,-0.4021737,-0.60247207,0.015098794
483.0,-0.3996679,-0.6041653,0.014931193
484.0,-0.39715508,-0.605848,0.014763331
485.0,-0.39463532,-0.60752016,0.01459521
486.0,-0.39210868,-0.60918164,0.014426834
487.0,-0.38957515,-0.61083245,0.014258205
488.0,-0.3870348,-0.61247253,0.014089327
489.0,-0.3844877,-0.61410195,0.013920203
490.0,-0.38193384,-0.6157206,0.013750834
491.0,-0.3793733,-0.6173285,0.013581226
492.0,-0.37680617,-0.61892563,0.013411379
493.0,-0.3742324,-0.6205119,0.0132412985
494.0,-0.3716521,-0.6220873,0.013070986
495.0,-0.3690653,-0.6236518,0.012900445
496.0,-0.36647207,-0.62520546,0.012729678
497.0,-0.3638724,-0.62674814,0.012558688
498.0,-0.36126637,-0.62827986,0.01238748
499.0,-0.35865405,-0.6298006,0.012216055
500.0,-0.35603544,-0.63131034,0.012044416
501.0,-0.3534106,-0.6328091,0.011872566
502.0,-0.3507796,-0.6342967,0.011700509
503.0,-0.34814245,-0.6357733,0.011528247
504.0,-0.34549922,-0.63723874,0.011355785
505.0,-0.34284997,-0.63869303,0.011183123
506.0,-0.3401947,-0.6401362,0.011010266
507.0,-0.3375335,-0.6415682,0.010837217
508.0,-0.33486643,-0.6429889,0.010663979
509.0,-0.33219346,-0.64439845,0.010490553
510.0,-0.32951474,-0.6457967,0.010316946
511.0,-0.32683024,-0.6471837,0.010143157
512.0,-0.32414,-0.6485594,0.009969192
513.0,-0.32144415,-0.64992374,0.009795052
514.0,-0.31874266,-0.65127677,0.009620742
515.0,-0.31603563,-0.6526184,0.009446263
516.0,-0.31332305,-0.6539486,0.00927162
517.0,-0.31060502,-0.6552675,0.009096814
518.0,-0.30788156,-0.65657485,0.0089218505
519.0,-0.3051527,-0.65787077,0.008746731
520.0,-0.30241856,-0.65915525,0.008571458
521.0,-0.29967913,-0.66042817,0.008396036
522.0,-0.29693446,-0.6616896,0.008220468
523.0,-0.2941846,-0.6629394,0.008044755
524.0,-0.2914296,-0.6641777,0.007868903
525.0,-0.28866956,-0.66540444,0.007692913
526.0,-0.28590444,-0.66661954,0.0075167893
527.0,-0.28313437,-0.667823,0.007340534
528.0,-0.28035933,-0.6690149,0.0071641514
529.0,-0.2775794,-0.67019504,0.006987643
530.0,-0.27479464,-0.6713635,0.0068110134
531.0,-0.27200508,-0.6725202,0.0066342647
532.0,-0.2692108,-0.6736653,0.0064574
533.0,-0.2664118,-0.67479855,0.006280423
534.0,-0.26360816,-0.67592007,0.006103337
535.0,-0.26079994,-0.67702985,0.005926144
536.0,-0.25798717,-0.67812777,0.0057488475
537.0,-0.2551699,-0.6792139,0.0055714515
538.0,-0.25234815,-0.68028814,0.0053939577
539.0,-0.24952205,-0.6813506,0.0052163703
540.0,-0.24669157,-0.6824011,0.005038692
541.0,-0.2438568,-0.68343973,0.004860926
542.0,-0.24101779,-0.6844665,0.004683075
543.0,-0.23817457,-0.6854813,0.0045051426
544.0,-0.2353272,-0.6864842,0.0043271314
545.0,-0.23247574,-0.6874751,0.004149045
546.0,-0.22962022,-0.68845403,0.0039708866
547.0,-0.22676072,-0.689421,0.0037926584
548.0,-0.22389725,-0.6903759,0.0036143647
549.0,-0.22102988,-0.69131887,0.0034360078
550.0,-0.21815866,-0.6922497,0.0032575913
551.0,-0.21528366,-0.6931686,0.003079118
552.0,-0.21240489,-0.6940753,0.002900591
553.0,-0.20952244,-0.69496995,0.0027220135
554.0,-0.20663632,-0.6958526,0.0025433886
555.0,-0.20374663,-0.696723,0.0023647193
556.0,-0.20085338,-0.69758135,0.002186009
557.0,-0.19795664,-0.6984275,0.0020072607
558.0,-0.19505644,-0.69926155,0.0018284774
559.0,-0.19215286,-0.70008343,0.0016496623
560.0,-0.18924592,-0.7008931,0.0014708185
561.0,-0.1863357,-0.70169055,0.0012919491
562.0,-0.18342224,-0.70247585,0.0011130571
563.0,-0.18050559,-0.7032489,9.3414594E-4
564.0,-0.17758578,-0.7040097,7.552184E-4
565.0,-0.1746629,-0.7047583,5.762778E-4
566.0,-0.17173699,-0.7054946,3.973271E-4
567.0,-0.16880807,-0.70621866,2.183695E-4
568.0,-0.16587622,-0.7069304,3.9408114E-5
569.0,-0.16294149,-0.70762986,-1.3955396E-4
570.0,-0.16000393,-0.70831704,-3.185136E-4
571.0,-0.15706357,-0.7089919,-4.974677E-4
572.0,-0.1541205,-0.7096544,-6.764132E-4
573.0,-0.15117474,-0.71030456,-8.5534685E-4
574.0,-0.14822637,-0.7109424,-0.0010342657
575.0,-0.1452754,-0.7115679,-0.0012131665
576.0,-0.14232191,-0.712181,-0.0013920463
577.0,-0.13936596,-0.71278167,-0.0015709018
578.0,-0.13640757,-0.71337,-0.0017497302
579.0,-0.13344681,-0.713946,-0.0019285281
580.0,-0.13048375,-0.7145095,-0.0021072924
581.0,-0.1275184,-0.7150606,-0.0022860202
582.0,-0.12455084,-0.7155993,-0.0024647082
583.0,-0.12158112,-0.71612555,-0.0026433533
584.0,-0.118609294,-0.7166394,-0.0028219526
585.0,-0.1156354,-0.71714073,-0.003000503
586.0,-0.1126595,-0.7176297,-0.003179001
587.0,-0.10968164,-0.7181061,-0.003357444
588.0,-0.10670188,-0.71857005,-0.0035358286
589.0,-0.10372026,-0.71902156,-0.0037141517
590.0,-0.10073684,-0.71946055,-0.0038924103
